# `gene_id` is the hg19 Ensembl gene identifier.
# `gene_symbol` is the gene symbol.
# `seqname` is the gene's chromosome or scaffold name.
# `afe_annotation_status` indicates whether the line's AFE overlaps an annotated FE.
# `*_start` and `*_end` fields define the feature's 0-based, half-open interval.
# `strand` is the occupied strand; i.e., "+" or "-" for forward or reverse.
gene_id	gene_symbol	seqname	gene_start	gene_end	strand	afe_start	afe_end	afe_annotation_status	se_start	se_end
ENSG00000205352.6	PRR13	12	53835388	53840429	+	53835388	53836370	annotated	53837270	53837557
ENSG00000205352.6	PRR13	12	53835388	53840429	+	53835388	53836370	annotated	53837324	53837557
ENSG00000205352.6	PRR13	12	53835388	53840429	+	53835388	53836370	annotated	53837350	53837557
ENSG00000205352.6	PRR13	12	53835388	53840429	+	53835388	53836370	annotated	53837462	53837557
ENSG00000197111.11	PCBP2	12	53835524	53874946	+	53845885	53846160	annotated	53849130	53849154
ENSG00000135390.13	ATP5G2	12	54026509	54071192	-	54066359	54067805	annotated	54062931	54063125
ENSG00000135390.13	ATP5G2	12	54026509	54071192	-	54069836	54071192	annotated	54066359	54066429
ENSG00000012822.11	CALCOCO1	12	54104902	54121529	-	54118187	54119051	annotated	54115250	54115399
ENSG00000012822.11	CALCOCO1	12	54104902	54121529	-	54118187	54119051	annotated	54117376	54117567
ENSG00000012822.11	CALCOCO1	12	54104902	54121529	-	54121187	54121529	annotated	54117376	54117567
ENSG00000012822.11	CALCOCO1	12	54104902	54121529	-	54121187	54121529	annotated	54118428	54118531
ENSG00000135486.13	HNRNPA1	12	54673976	54680872	+	54673976	54674606	annotated	54676583	54676658
ENSG00000135486.13	HNRNPA1	12	54673976	54680872	+	54673976	54674606	annotated	54678041	54678101
ENSG00000135486.13	HNRNPA1	12	54673976	54680872	+	54675873	54676084	annotated	54676583	54676658
ENSG00000135486.13	HNRNPA1	12	54673976	54680872	+	54675873	54676084	annotated	54678041	54678101
ENSG00000135486.13	HNRNPA1	12	54673976	54680872	+	54676356	54676453	unannotated	54676583	54676658
ENSG00000135486.13	HNRNPA1	12	54673976	54680872	+	54676356	54676453	unannotated	54678041	54678101
ENSG00000135424.11	ITGA7	12	56078351	56109827	-	56101260	56101686	annotated	56096655	56096735
ENSG00000135424.11	ITGA7	12	56078351	56109827	-	56101260	56101686	annotated	56096834	56096962
ENSG00000135441.3	BLOC1S1	12	56109819	56113871	+	56109819	56109980	annotated	56110716	56110789
ENSG00000135441.3	BLOC1S1	12	56109819	56113871	+	56110075	56110501	annotated	56110716	56110789
ENSG00000258311.1	RP11-644F5.10	12	56109819	56118487	+	56109819	56109980	annotated	56110716	56110789
ENSG00000258311.1	RP11-644F5.10	12	56109819	56118487	+	56110373	56110501	annotated	56110716	56110789
ENSG00000135404.7	CD63	12	56119106	56123491	-	56120865	56120912	annotated	56119904	56120045
ENSG00000135404.7	CD63	12	56119106	56123491	-	56120865	56120912	annotated	56120483	56120579
ENSG00000135404.7	CD63	12	56119106	56123491	-	56122579	56123004	annotated	56119904	56120045
ENSG00000135404.7	CD63	12	56119106	56123491	-	56122579	56123004	annotated	56120483	56120579
ENSG00000135404.7	CD63	12	56119106	56123491	-	56122579	56123004	annotated	56122059	56122136
ENSG00000135404.7	CD63	12	56119106	56123491	-	56123065	56123491	annotated	56119904	56120045
ENSG00000135404.7	CD63	12	56119106	56123491	-	56123065	56123491	annotated	56120483	56120579
ENSG00000135404.7	CD63	12	56119106	56123491	-	56123065	56123491	annotated	56122059	56122136
ENSG00000065357.15	DGKA	12	56321102	56347811	+	56325572	56326039	annotated	56330206	56330351
ENSG00000185664.10	PMEL	12	56347888	56367101	-	56359719	56360459	annotated	56355405	56355516
ENSG00000111540.11	RAB5B	12	56367696	56388490	+	56380652	56380907	unannotated	56383730	56383882
ENSG00000111540.11	RAB5B	12	56367696	56388490	+	56380652	56380907	unannotated	56384465	56384588
ENSG00000196465.6	MYL6B	12	56546039	56553431	+	56546039	56546415	annotated	56548596	56548624
ENSG00000196465.6	MYL6B	12	56546039	56553431	+	56546039	56546415	annotated	56548596	56548982
ENSG00000196465.6	MYL6B	12	56546039	56553431	+	56546039	56546415	annotated	56548838	56548982
ENSG00000196465.6	MYL6B	12	56546039	56553431	+	56547269	56547876	annotated	56548596	56548624
ENSG00000196465.6	MYL6B	12	56546039	56553431	+	56547269	56547876	annotated	56548596	56548982
ENSG00000196465.6	MYL6B	12	56546039	56553431	+	56547269	56547876	annotated	56548838	56548982
ENSG00000139540.7	SLC39A5	12	56623832	56631630	+	56623832	56623906	annotated	56624987	56625345
ENSG00000139540.7	SLC39A5	12	56623832	56631630	+	56623832	56623906	annotated	56626472	56626656
ENSG00000139540.7	SLC39A5	12	56623832	56631630	+	56624023	56624684	annotated	56624987	56625345
ENSG00000139540.7	SLC39A5	12	56623832	56631630	+	56624023	56624684	annotated	56626472	56626656
ENSG00000139540.7	SLC39A5	12	56623832	56631630	+	56624023	56624684	annotated	56628940	56629110
ENSG00000076067.7	RBMS2	12	56915712	56984745	+	56975182	56975439	unannotated	56975616	56975663
ENSG00000076067.7	RBMS2	12	56915712	56984745	+	56975182	56975439	unannotated	56975842	56975936
ENSG00000196531.6	NACA	12	57106211	57125412	-	57118745	57120981	annotated	57118235	57118307
ENSG00000196531.6	NACA	12	57106211	57125412	-	57118745	57120981	annotated	57118235	57118333
ENSG00000166888.6	STAT6	12	57489190	57525922	-	57496611	57496773	annotated	57493076	57493223
ENSG00000166888.6	STAT6	12	57489190	57525922	-	57496611	57496773	annotated	57493549	57493686
ENSG00000166888.6	STAT6	12	57489190	57525922	-	57504892	57505216	annotated	57501387	57501526
ENSG00000166888.6	STAT6	12	57489190	57525922	-	57504892	57505216	annotated	57501945	57502082
ENSG00000182199.6	SHMT2	12	57623109	57628718	+	57623109	57623594	annotated	57624585	57624783
ENSG00000182199.6	SHMT2	12	57623109	57628718	+	57623109	57623594	annotated	57626207	57626358
ENSG00000182199.6	SHMT2	12	57623109	57628718	+	57623109	57623594	annotated	57626235	57626358
ENSG00000182199.6	SHMT2	12	57623109	57628718	+	57623109	57623594	annotated	57626265	57626358
ENSG00000182199.6	SHMT2	12	57623109	57628718	+	57623109	57623594	annotated	57626486	57626626
ENSG00000182199.6	SHMT2	12	57623109	57628718	+	57623868	57624039	annotated	57624585	57624783
ENSG00000182199.6	SHMT2	12	57623109	57628718	+	57623868	57624039	annotated	57626207	57626358
ENSG00000182199.6	SHMT2	12	57623109	57628718	+	57623868	57624039	annotated	57626235	57626358
ENSG00000182199.6	SHMT2	12	57623109	57628718	+	57623868	57624039	annotated	57626265	57626358
ENSG00000182199.6	SHMT2	12	57623109	57628718	+	57623868	57624039	annotated	57626486	57626626
ENSG00000185633.6	NDUFA4L2	12	57628685	57634498	-	57630811	57631121	annotated	57630106	57630464
ENSG00000185633.6	NDUFA4L2	12	57628685	57634498	-	57630811	57631121	annotated	57630375	57630464
ENSG00000185633.6	NDUFA4L2	12	57628685	57634498	-	57634461	57634498	annotated	57630106	57630464
ENSG00000185633.6	NDUFA4L2	12	57628685	57634498	-	57634461	57634498	annotated	57630375	57630464
ENSG00000123329.13	ARHGAP9	12	57866037	57882597	-	57870372	57871567	annotated	57867824	57867959
ENSG00000123329.13	ARHGAP9	12	57866037	57882597	-	57870372	57871567	annotated	57868205	57868259
ENSG00000123329.13	ARHGAP9	12	57866037	57882597	-	57871567	57871981	annotated	57867824	57867959
ENSG00000123329.13	ARHGAP9	12	57866037	57882597	-	57871567	57871981	annotated	57868205	57868259
ENSG00000123329.13	ARHGAP9	12	57866037	57882597	-	57871567	57871981	annotated	57870653	57870746
ENSG00000166986.8	MARS	12	57869227	57911352	+	57881719	57881982	annotated	57882801	57882892
ENSG00000166986.8	MARS	12	57869227	57911352	+	57881719	57881982	annotated	57883049	57883128
ENSG00000166986.8	MARS	12	57869227	57911352	+	57881719	57881982	annotated	57883049	57883341
ENSG00000166986.8	MARS	12	57869227	57911352	+	57881719	57881982	annotated	57883206	57883341
ENSG00000166986.8	MARS	12	57869227	57911352	+	57881719	57881982	annotated	57883678	57883754
ENSG00000166986.8	MARS	12	57869227	57911352	+	57881994	57882444	annotated	57882801	57882892
ENSG00000166986.8	MARS	12	57869227	57911352	+	57881994	57882444	annotated	57883049	57883128
ENSG00000166986.8	MARS	12	57869227	57911352	+	57881994	57882444	annotated	57883049	57883341
ENSG00000166986.8	MARS	12	57869227	57911352	+	57881994	57882444	annotated	57883206	57883341
ENSG00000166986.8	MARS	12	57869227	57911352	+	57881994	57882444	annotated	57883678	57883754
ENSG00000175203.11	DCTN2	12	57923884	57941114	-	57932035	57932349	annotated	57927735	57927880
ENSG00000175203.11	DCTN2	12	57923884	57941114	-	57932035	57932349	annotated	57929266	57929328
ENSG00000175203.11	DCTN2	12	57923884	57941114	-	57940810	57941114	annotated	57939810	57939879
ENSG00000240771.2	ARHGEF25	12	58003962	58013162	+	58003962	58004098	annotated	58006712	58006927
ENSG00000240771.2	ARHGEF25	12	58003962	58013162	+	58003962	58004098	annotated	58007798	58007902
ENSG00000240771.2	ARHGEF25	12	58003962	58013162	+	58003962	58004098	annotated	58008298	58008388
ENSG00000240771.2	ARHGEF25	12	58003962	58013162	+	58005217	58005774	annotated	58006712	58006927
ENSG00000240771.2	ARHGEF25	12	58003962	58013162	+	58005217	58005774	annotated	58007798	58007902
ENSG00000240771.2	ARHGEF25	12	58003962	58013162	+	58005217	58005774	annotated	58008298	58008388
ENSG00000240771.2	ARHGEF25	12	58003962	58013162	+	58005217	58005774	annotated	58009019	58009097
ENSG00000240771.2	ARHGEF25	12	58003962	58013162	+	58005217	58005774	annotated	58009619	58009800
ENSG00000177990.7	DPY19L2	12	63952692	64062719	-	63977591	63977942	annotated	63974441	63974616
ENSG00000177990.7	DPY19L2	12	63952692	64062719	-	64061836	64062357	annotated	64057537	64057625
ENSG00000135679.17	MDM2	12	69201955	69239214	+	69202796	69202866	annotated	69207333	69207408
ENSG00000133858.11	ZFC3H1	12	72003251	72061505	-	72013094	72013189	unannotated	72008613	72008718
ENSG00000133773.7	CCDC59	12	82617459	82752584	-	82750622	82751110	unannotated	82748273	82748373
ENSG00000133773.7	CCDC59	12	82617459	82752584	-	82752001	82752584	annotated	82748273	82748373
ENSG00000111144.5	LTA4H	12	96394605	96437298	-	96411334	96411358	unannotated	96408632	96408777
ENSG00000196091.8	MYBPC1	12	101962130	102079796	+	102053777	102054262	annotated	102054935	102055040
ENSG00000196091.8	MYBPC1	12	101962130	102079796	+	102053777	102054262	annotated	102057203	102057338
ENSG00000110880.6	CORO1C	12	109038884	109125372	-	109046813	109046836	unannotated	109042738	109042796
ENSG00000110880.6	CORO1C	12	109038884	109125372	-	109046813	109046836	unannotated	109046047	109046193
ENSG00000151148.9	UBE3B	12	109915206	109974507	+	109915206	109915914	annotated	109919441	109919547
ENSG00000174437.12	ATP2A2	12	110718560	110788898	+	110718560	110718769	annotated	110720408	110720426
ENSG00000111237.14	VPS29	12	110928901	110939922	-	110933816	110934022	annotated	110930800	110931036
ENSG00000089009.11	RPL6	12	112842993	112856642	-	112846844	112847445	annotated	112846223	112846460
ENSG00000123064.8	DDX54	12	113594978	113623284	-	113614856	113615168	annotated	113610157	113610368
ENSG00000135090.9	TAOK3	12	118587605	118810750	-	118681219	118681321	annotated	118677031	118677077
ENSG00000089159.11	PXN	12	120648249	120703574	-	120663711	120663872	annotated	120660351	120660553
ENSG00000089159.11	PXN	12	120648249	120703574	-	120663711	120663872	annotated	120661520	120661636
ENSG00000110871.10	COQ5	12	120941076	120972237	-	120964259	120964349	unannotated	120960016	120960166
ENSG00000167272.6	POP5	12	121016566	121019201	-	121018398	121019139	annotated	121017316	121017400
ENSG00000167272.6	POP5	12	121016566	121019201	-	121018398	121019139	annotated	121017316	121017726
ENSG00000167272.6	POP5	12	121016566	121019201	-	121019145	121019201	annotated	121017316	121017400
ENSG00000167272.6	POP5	12	121016566	121019201	-	121019145	121019201	annotated	121017316	121017726
ENSG00000167272.6	POP5	12	121016566	121019201	-	121019145	121019201	annotated	121018798	121019060
ENSG00000167272.6	POP5	12	121016566	121019201	-	121019145	121019201	annotated	121018917	121019060
ENSG00000110917.3	MLEC	12	121124671	121139667	+	121131796	121132072	annotated	121132626	121132803
ENSG00000110917.3	MLEC	12	121124671	121139667	+	121131796	121132072	annotated	121132897	121132955
ENSG00000158104.7	HPD	12	122277432	122301502	-	122296592	122296619	unannotated	122292608	122292698
ENSG00000158104.7	HPD	12	122277432	122301502	-	122296726	122296765	annotated	122292608	122292698
ENSG00000175727.9	MLXIP	12	122516627	122631894	+	122618867	122619892	annotated	122622015	122622137
ENSG00000175727.9	MLXIP	12	122516627	122631894	+	122618867	122619892	annotated	122622970	122623098
ENSG00000111011.13	RSRC2	12	122989189	123011547	-	122998313	122998464	annotated	122995655	122995735
ENSG00000111011.13	RSRC2	12	122989189	123011547	-	123011394	123011547	annotated	123006689	123006846
ENSG00000111011.13	RSRC2	12	122989189	123011547	-	123011394	123011547	annotated	123006689	123006876
ENSG00000177169.5	ULK1	12	132379195	132407712	+	132391034	132391469	annotated	132393188	132393362
ENSG00000177169.5	ULK1	12	132379195	132407712	+	132402846	132403226	annotated	132405644	132405780
ENSG00000177192.9	PUS1	12	132413744	132428406	+	132423717	132423821	unannotated	132425836	132426528
ENSG00000112787.8	FBRSL1	12	133066136	133161774	+	133147737	133147817	annotated	133148873	133148930
ENSG00000112787.8	FBRSL1	12	133066136	133161774	+	133147737	133147817	annotated	133149112	133149208
ENSG00000112787.8	FBRSL1	12	133066136	133161774	+	133147737	133147817	annotated	133150675	133150744
ENSG00000090615.8	GOLGA3	12	133345494	133405444	-	133358881	133359079	unannotated	133357383	133357500
ENSG00000122033.10	MTIF3	13	28009775	28024739	-	28014125	28014586	unannotated	28011252	28011410
ENSG00000122033.10	MTIF3	13	28009775	28024739	-	28015153	28015382	annotated	28011252	28011410
ENSG00000122033.10	MTIF3	13	28009775	28024739	-	28015153	28015382	annotated	28014125	28014586
ENSG00000120699.8	EXOSC8	13	37572952	37583750	+	37574677	37574959	annotated	37576409	37576446
ENSG00000120699.8	EXOSC8	13	37572952	37583750	+	37574677	37574959	annotated	37577070	37577144
ENSG00000120699.8	EXOSC8	13	37572952	37583750	+	37576404	37576446	annotated	37577070	37577144
ENSG00000102738.6	MRPS31	13	41303431	41345309	-	41345120	41345309	annotated	41340881	41341169
ENSG00000102804.10	TSC22D1	13	45007654	45151283	-	45010639	45010981	annotated	45009928	45010231
ENSG00000102804.10	TSC22D1	13	45007654	45151283	-	45010639	45010981	annotated	45010179	45010231
ENSG00000136147.12	PHF11	13	50069745	50103123	+	50096064	50096243	annotated	50097310	50097377
ENSG00000136147.12	PHF11	13	50069745	50103123	+	50096064	50096243	annotated	50098220	50098352
ENSG00000165416.10	SUGT1	13	53226843	53275044	+	53226843	53227093	annotated	53227180	53227238
ENSG00000136111.8	TBC1D4	13	75858807	76056250	-	75884077	75884287	unannotated	75880448	75880607
ENSG00000136153.15	LMO7	13	76194569	76434004	+	76413851	76414246	annotated	76415244	76415337
ENSG00000187498.10	COL4A1	13	110801317	110959496	-	110828770	110828860	unannotated	110826246	110826345
ENSG00000139842.10	CUL4A	13	113862551	113919399	+	113863857	113864089	annotated	113864286	113864402
ENSG00000139842.10	CUL4A	13	113862551	113919399	+	113891136	113891204	unannotated	113893746	113893865
ENSG00000139835.9	GRTP1	13	113978504	114018446	-	113980233	113980406	unannotated	113979975	113980161
ENSG00000198176.8	TFDP1	13	114239012	114295785	+	114239012	114239203	annotated	114240088	114240164
ENSG00000198176.8	TFDP1	13	114239012	114295785	+	114239587	114239992	annotated	114240088	114240164
ENSG00000184497.8	TMEM255B	13	114462215	114514926	+	114471859	114471942	unannotated	114472070	114472133
ENSG00000184497.8	TMEM255B	13	114462215	114514926	+	114506022	114506305	annotated	114507857	114508001
ENSG00000130177.10	CDC16	13	115000361	115038198	+	115000361	115000607	annotated	115002119	115002174
ENSG00000130177.10	CDC16	13	115000361	115038198	+	115000361	115000607	annotated	115004464	115004503
ENSG00000130177.10	CDC16	13	115000361	115038198	+	115002119	115002174	unannotated	115004464	115004503
ENSG00000169062.10	UPF3A	13	115047058	115071283	+	115047058	115047321	annotated	115047495	115047602
ENSG00000169062.10	UPF3A	13	115047058	115071283	+	115047058	115047321	annotated	115051993	115052104
ENSG00000169062.10	UPF3A	13	115047058	115071283	+	115064314	115064475	unannotated	115067205	115067500
ENSG00000092094.6	OSGEP	14	20914569	20923264	-	20916891	20919038	annotated	20916062	20916153
ENSG00000092094.6	OSGEP	14	20914569	20923264	-	20922727	20923264	annotated	20920487	20920607
ENSG00000165795.16	NDRG2	14	21484921	21539031	-	21489575	21490038	annotated	21486615	21486663
ENSG00000165795.16	NDRG2	14	21484921	21539031	-	21489575	21490038	annotated	21488654	21488741
ENSG00000165795.16	NDRG2	14	21484921	21539031	-	21489575	21490038	annotated	21488716	21488741
ENSG00000165795.16	NDRG2	14	21484921	21539031	-	21492134	21493299	annotated	21488654	21488741
ENSG00000165795.16	NDRG2	14	21484921	21539031	-	21492134	21493299	annotated	21488716	21488741
ENSG00000165795.16	NDRG2	14	21484921	21539031	-	21492134	21493299	annotated	21490550	21490656
ENSG00000165795.16	NDRG2	14	21484921	21539031	-	21493552	21494007	annotated	21490550	21490656
ENSG00000100439.6	ABHD4	14	23067145	23081265	+	23070571	23070660	annotated	23072829	23072984
ENSG00000155465.14	SLC7A7	14	23242430	23299029	-	23290330	23290649	unannotated	23288846	23288965
ENSG00000155465.14	SLC7A7	14	23242430	23299029	-	23292393	23292653	annotated	23288846	23288965
ENSG00000155465.14	SLC7A7	14	23242430	23299029	-	23292393	23292653	annotated	23290330	23290441
ENSG00000100462.11	PRMT5	14	23389719	23398794	-	23397334	23397824	annotated	23396734	23396869
ENSG00000100462.11	PRMT5	14	23389719	23398794	-	23398375	23398794	annotated	23396734	23396869
ENSG00000100462.11	PRMT5	14	23389719	23398794	-	23398375	23398794	annotated	23397705	23397824
ENSG00000100813.10	ACIN1	14	23527772	23564823	-	23535174	23535705	annotated	23531376	23531484
ENSG00000100813.10	ACIN1	14	23527772	23564823	-	23535174	23535705	annotated	23532137	23532283
ENSG00000100813.10	ACIN1	14	23527772	23564823	-	23536522	23537910	unannotated	23535174	23535217
ENSG00000092054.12	MYH7	14	23881946	23904927	-	23903402	23903458	unannotated	23898437	23898556
ENSG00000092054.12	MYH7	14	23881946	23904927	-	23903402	23903458	unannotated	23900793	23900886
ENSG00000092054.12	MYH7	14	23881946	23904927	-	23903402	23903458	unannotated	23901687	23901715
ENSG00000092054.12	MYH7	14	23881946	23904927	-	23904828	23904927	annotated	23900793	23900886
ENSG00000092054.12	MYH7	14	23881946	23904927	-	23904828	23904927	annotated	23901687	23901715
ENSG00000092054.12	MYH7	14	23881946	23904927	-	23904828	23904927	annotated	23903402	23903458
ENSG00000100897.13	DCAF11	14	24583403	24594451	+	24583835	24584958	annotated	24586125	24586253
ENSG00000100897.13	DCAF11	14	24583403	24594451	+	24583835	24584958	annotated	24586180	24586253
ENSG00000100897.13	DCAF11	14	24583403	24594451	+	24583835	24584958	annotated	24586474	24586602
ENSG00000100897.13	DCAF11	14	24583403	24594451	+	24583835	24584958	annotated	24586876	24586941
ENSG00000100897.13	DCAF11	14	24583403	24594451	+	24583835	24584958	annotated	24587263	24587364
ENSG00000100918.8	REC8	14	24641061	24649463	+	24641061	24641817	annotated	24644751	24644833
ENSG00000100926.10	TM9SF1	14	24658348	24682679	-	24663880	24664893	annotated	24661376	24661562
ENSG00000254505.4	CHMP4A	14	24678788	24683075	-	24680885	24681315	annotated	24679859	24679974
ENSG00000254505.4	CHMP4A	14	24678788	24683075	-	24680885	24681315	annotated	24680616	24680798
ENSG00000254505.4	CHMP4A	14	24678788	24683075	-	24682614	24683075	annotated	24679859	24679974
ENSG00000254505.4	CHMP4A	14	24678788	24683075	-	24682614	24683075	annotated	24680616	24680798
ENSG00000100938.13	GMPR2	14	24701627	24708448	+	24701627	24702053	annotated	24702424	24702546
ENSG00000100938.13	GMPR2	14	24701627	24708448	+	24701627	24702053	annotated	24704942	24705026
ENSG00000100938.13	GMPR2	14	24701627	24708448	+	24702077	24702546	annotated	24704942	24705026
ENSG00000100938.13	GMPR2	14	24701627	24708448	+	24702077	24702546	annotated	24706725	24706768
ENSG00000136305.7	CIDEB	14	24774301	24780636	-	24777023	24777469	annotated	24775152	24775343
ENSG00000165410.10	CFL2	14	35179592	35184029	-	35182879	35183034	annotated	35182459	35182767
ENSG00000165410.10	CFL2	14	35179592	35184029	-	35182879	35183034	annotated	35182602	35182767
ENSG00000165410.10	CFL2	14	35179592	35184029	-	35182879	35183034	annotated	35182713	35182767
ENSG00000165410.10	CFL2	14	35179592	35184029	-	35183640	35184029	annotated	35182459	35182767
ENSG00000165410.10	CFL2	14	35179592	35184029	-	35183640	35184029	annotated	35182602	35182767
ENSG00000165410.10	CFL2	14	35179592	35184029	-	35183640	35184029	annotated	35182713	35182767
ENSG00000100442.6	FKBP3	14	45584802	45604522	-	45603551	45604009	annotated	45599901	45600003
ENSG00000054654.11	SYNE2	14	64319682	64693165	+	64593044	64593197	unannotated	64595169	64595271
ENSG00000072042.8	RDH11	14	68143517	68162531	-	68162346	68162531	annotated	68157856	68157961
ENSG00000072042.8	RDH11	14	68143517	68162531	-	68162346	68162531	annotated	68159154	68159310
ENSG00000072042.8	RDH11	14	68143517	68162531	-	68162346	68162531	annotated	68159650	68159769
ENSG00000072042.8	RDH11	14	68143517	68162531	-	68162346	68162531	annotated	68159689	68159769
ENSG00000100650.11	SRSF5	14	70193616	70238722	+	70232830	70234097	annotated	70235514	70235613
ENSG00000100650.11	SRSF5	14	70193616	70238722	+	70232830	70234097	annotated	70235898	70235968
ENSG00000100650.11	SRSF5	14	70193616	70238722	+	70232830	70234097	annotated	70235898	70237257
ENSG00000100650.11	SRSF5	14	70193616	70238722	+	70232830	70234097	annotated	70237711	70237822
ENSG00000100650.11	SRSF5	14	70193616	70238722	+	70234499	70237257	annotated	70237711	70237822
ENSG00000119723.11	COQ6	14	74416628	74430373	+	74424849	74428078	annotated	74428157	74428273
ENSG00000119723.11	COQ6	14	74416628	74430373	+	74424849	74428078	annotated	74428439	74428606
ENSG00000119688.16	ABCD4	14	74752125	74769759	-	74759450	74760013	annotated	74756185	74756222
ENSG00000119688.16	ABCD4	14	74752125	74769759	-	74769577	74769759	annotated	74764632	74764772
ENSG00000119689.10	DLST	14	75348593	75370448	+	75348593	75348719	annotated	75352288	75352337
ENSG00000119689.10	DLST	14	75348593	75370448	+	75352288	75352727	annotated	75355797	75355850
ENSG00000119689.10	DLST	14	75348593	75370448	+	75352288	75352727	annotated	75355977	75356052
ENSG00000119689.10	DLST	14	75348593	75370448	+	75352288	75352727	annotated	75356580	75356655
ENSG00000119689.10	DLST	14	75348593	75370448	+	75352288	75352727	annotated	75356599	75356655
ENSG00000119638.8	NEK9	14	75548821	75594047	-	75593405	75593783	annotated	75590748	75590926
ENSG00000133935.6	C14orf1	14	76116133	76127532	-	76123712	76123876	unannotated	76121228	76121319
ENSG00000119650.8	IFT43	14	76368478	76550928	+	76452095	76452651	annotated	76455227	76455320
ENSG00000100577.14	GSTZ1	14	77787226	77797940	+	77787226	77787526	annotated	77791212	77791264
ENSG00000100577.14	GSTZ1	14	77787226	77797940	+	77788889	77793589	annotated	77793814	77793853
ENSG00000100577.14	GSTZ1	14	77787226	77797940	+	77788889	77793589	annotated	77793814	77793895
ENSG00000100722.14	ZC3H14	14	89029252	89079853	+	89029252	89029513	annotated	89029994	89030037
ENSG00000100722.14	ZC3H14	14	89029252	89079853	+	89029252	89029513	annotated	89034201	89034497
ENSG00000100722.14	ZC3H14	14	89029252	89079853	+	89034201	89034497	unannotated	89037427	89037468
ENSG00000100722.14	ZC3H14	14	89029252	89079853	+	89041036	89041197	annotated	89044328	89044484
ENSG00000165533.14	TTC8	14	89290496	89344335	+	89305795	89305916	unannotated	89310149	89310194
ENSG00000100764.9	PSMC1	14	90722838	90738968	+	90722838	90722944	annotated	90726458	90726555
ENSG00000100604.8	CHGA	14	93389424	93401638	+	93389424	93389750	annotated	93390543	93390590
ENSG00000100604.8	CHGA	14	93389424	93401638	+	93389424	93389750	annotated	93392949	93393043
ENSG00000165949.8	IFI27	14	94571181	94583033	+	94577023	94577143	annotated	94581196	94581226
ENSG00000165949.8	IFI27	14	94571181	94583033	+	94577160	94577324	annotated	94581196	94581226
ENSG00000100665.7	SERPINA4	14	95027427	95036250	+	95027427	95028146	annotated	95029802	95030468
ENSG00000066739.7	ATG2B	14	96747594	96830207	-	96784570	96784635	unannotated	96784034	96784192
ENSG00000197119.8	SLC25A29	14	100757447	100772884	-	100765351	100765866	annotated	100765178	100765222
ENSG00000166126.6	AMN	14	103388992	103399933	+	103395764	103395873	unannotated	103396501	103396664
ENSG00000166165.8	CKB	14	103985995	103989448	-	103987573	103989033	annotated	103986805	103986929
ENSG00000166165.8	CKB	14	103985995	103989448	-	103987573	103989033	annotated	103986838	103986929
ENSG00000166165.8	CKB	14	103985995	103989448	-	103989102	103989448	annotated	103986805	103986929
ENSG00000166165.8	CKB	14	103985995	103989448	-	103989102	103989448	annotated	103986838	103986929
ENSG00000166165.8	CKB	14	103985995	103989448	-	103989102	103989448	annotated	103988154	103988287
ENSG00000126214.16	KLC1	14	104028232	104167888	+	104120900	104121175	unannotated	104123882	104124113
ENSG00000256053.3	APOPT1	14	104029298	104073860	+	104037959	104038157	annotated	104040443	104040507
ENSG00000203485.8	INF2	14	105155942	105185942	+	105167693	105168093	unannotated	105169441	105169557
ENSG00000203485.8	INF2	14	105155942	105185942	+	105167693	105168093	unannotated	105170252	105170286
ENSG00000099814.11	CEP170B	14	105331616	105363107	+	105331616	105331850	annotated	105334760	105334892
ENSG00000179364.9	PACS2	14	105766899	105864484	+	105854958	105856340	annotated	105857543	105857586
ENSG00000179364.9	PACS2	14	105766899	105864484	+	105854958	105856340	annotated	105859558	105859672
ENSG00000182809.6	CRIP2	14	105939298	105946499	+	105940486	105941242	annotated	105944602	105944697
ENSG00000182809.6	CRIP2	14	105939298	105946499	+	105943100	105943938	annotated	105944602	105944697
ENSG00000182809.6	CRIP2	14	105939298	105946499	+	105943100	105943938	annotated	105945772	105945830
ENSG00000068793.13	CYFIP1	15	22892004	23006016	+	22926080	22926359	annotated	22928128	22928206
ENSG00000166912.12	MTMR10	15	31231143	31283810	-	31253083	31253276	annotated	31251236	31251324
ENSG00000128463.8	EMC4	15	34517199	34522357	+	34517199	34517401	annotated	34517715	34517851
ENSG00000128463.8	EMC4	15	34517199	34522357	+	34517199	34517401	annotated	34517736	34517851
ENSG00000128463.8	EMC4	15	34517199	34522357	+	34517199	34517401	annotated	34517736	34517859
ENSG00000128463.8	EMC4	15	34517199	34522357	+	34517199	34517401	annotated	34517764	34517851
ENSG00000128463.8	EMC4	15	34517199	34522357	+	34517199	34517401	annotated	34519893	34520047
ENSG00000176454.9	LPCAT4	15	34651105	34659479	-	34657208	34657429	unannotated	34654773	34654856
ENSG00000176454.9	LPCAT4	15	34651105	34659479	-	34657208	34657429	unannotated	34655861	34655920
ENSG00000176454.9	LPCAT4	15	34651105	34659479	-	34659114	34659182	annotated	34654773	34654856
ENSG00000176454.9	LPCAT4	15	34651105	34659479	-	34659114	34659182	annotated	34655861	34655920
ENSG00000176454.9	LPCAT4	15	34651105	34659479	-	34659114	34659182	annotated	34657208	34657429
ENSG00000176454.9	LPCAT4	15	34651105	34659479	-	34659114	34659182	annotated	34657759	34657902
ENSG00000176454.9	LPCAT4	15	34651105	34659479	-	34659187	34659479	annotated	34654773	34654856
