gene-id	gene-name	first-exon	skipped-exon	kb-distance	strand
ENSG00000173264.14	GPR137	chr11:64288065-64288468	chr11:64288602-64288721	0.537	+
ENSG00000173264.14	GPR137	chr11:64285859-64286881	chr11:64287720-64287946	1.861	+
ENSG00000173264.14	GPR137	chr11:64285859-64286881	chr11:64288064-64288214	2.205	+
ENSG00000173264.14	GPR137	chr11:64285859-64286881	chr11:64288602-64288721	2.743	+
ENSG00000173264.14	GPR137	chr11:64285699-64285742	chr11:64287720-64287946	2.021	+
ENSG00000173264.14	GPR137	chr11:64285699-64285742	chr11:64288064-64288214	2.365	+
ENSG00000173264.14	GPR137	chr11:64285699-64285742	chr11:64288602-64288721	2.903	+
ENSG00000173153.13	ESRRA	chr11:64306227-64306846	chr11:64307167-64307504	0.94	+
ENSG00000168066.20	SF1	chr11:64777499-64777761	chr11:64773429-64773505	4.256	-
ENSG00000168067.11	MAP4K2	chr11:64802885-64803241	chr11:64800899-64801031	2.21	-
ENSG00000168067.11	MAP4K2	chr11:64802885-64803241	chr11:64801578-64801621	1.62	-
ENSG00000168067.11	MAP4K2	chr11:64801710-64801813	chr11:64800899-64801031	0.782	-
ENSG00000168067.11	MAP4K2	chr11:64801710-64801813	chr11:64801578-64801621	0.192	-
ENSG00000168060.15	NAALADL1	chr11:65048152-65048483	chr11:65046188-65046362	2.121	-
ENSG00000168060.15	NAALADL1	chr11:65048103-65048127	chr11:65046188-65046362	1.765	-
ENSG00000168060.15	NAALADL1	chr11:65058078-65058549	chr11:65054249-65054374	4.175	-
ENSG00000168060.15	NAALADL1	chr11:65058078-65058549	chr11:65057370-65057493	1.056	-
ENSG00000168060.15	NAALADL1	chr11:65058078-65058549	chr11:65054249-65054354	4.195	-
ENSG00000162300.11	ZFPL1	chr11:65084223-65085012	chr11:65085114-65085314	0.891	+
ENSG00000162300.11	ZFPL1	chr11:65084223-65085012	chr11:65085114-65085226	0.891	+
ENSG00000149823.8	VPS51	chr11:65105408-65105440	chr11:65107580-65107727	2.172	+
ENSG00000162298.18	SYVN1	chr11:65134456-65134533	chr11:65132247-65132351	2.182	-
ENSG00000162298.18	SYVN1	chr11:65134456-65134533	chr11:65132247-65132308	2.225	-
ENSG00000162298.18	SYVN1	chr11:65134456-65134533	chr11:65132731-65132780	1.753	-
ENSG00000162298.18	SYVN1	chr11:65134456-65134533	chr11:65132247-65132780	1.753	-
ENSG00000162298.18	SYVN1	chr11:65133470-65133618	chr11:65132247-65132351	1.267	-
ENSG00000162298.18	SYVN1	chr11:65133470-65133618	chr11:65132247-65132308	1.31	-
ENSG00000162298.18	SYVN1	chr11:65133470-65133618	chr11:65132731-65132780	0.838	-
ENSG00000162298.18	SYVN1	chr11:65133470-65133618	chr11:65132247-65132780	0.838	-
ENSG00000162298.18	SYVN1	chr11:65132922-65133327	chr11:65132247-65132351	0.976	-
ENSG00000162298.18	SYVN1	chr11:65132922-65133327	chr11:65132247-65132308	1.019	-
ENSG00000162298.18	SYVN1	chr11:65132922-65133327	chr11:65132731-65132780	0.547	-
ENSG00000162298.18	SYVN1	chr11:65132922-65133327	chr11:65132247-65132780	0.547	-
ENSG00000162298.18	SYVN1	chr11:65134254-65134429	chr11:65132247-65132351	2.078	-
ENSG00000162298.18	SYVN1	chr11:65134254-65134429	chr11:65132247-65132308	2.121	-
ENSG00000162298.18	SYVN1	chr11:65134254-65134429	chr11:65132731-65132780	1.649	-
ENSG00000162298.18	SYVN1	chr11:65134254-65134429	chr11:65132247-65132780	1.649	-
ENSG00000014216.15	CAPN1	chr11:65181687-65181843	chr11:65183127-65183197	1.44	+
ENSG00000014216.15	CAPN1	chr11:65181687-65181843	chr11:65186169-65186338	4.482	+
ENSG00000014216.15	CAPN1	chr11:65183336-65183668	chr11:65186169-65186338	2.833	+
ENSG00000014216.15	CAPN1	chr11:65182384-65182968	chr11:65183127-65183197	0.743	+
ENSG00000014216.15	CAPN1	chr11:65182384-65182968	chr11:65186169-65186338	3.785	+
ENSG00000014216.15	CAPN1	chr11:65181872-65182308	chr11:65183127-65183197	1.255	+
ENSG00000014216.15	CAPN1	chr11:65181872-65182308	chr11:65186169-65186338	4.297	+
ENSG00000014216.15	CAPN1	chr11:65181037-65181055	chr11:65183127-65183197	2.09	+
ENSG00000014216.15	CAPN1	chr11:65181194-65181410	chr11:65183127-65183197	1.933	+
ENSG00000014216.15	CAPN1	chr11:65181194-65181410	chr11:65186169-65186338	4.975	+
ENSG00000014138.8	POLA2	chr11:65261762-65262371	chr11:65266581-65266706	4.819	+
ENSG00000126391.13	FRMD8	chr11:65386599-65386761	chr11:65389360-65389528	2.761	+
ENSG00000168056.15	LTBP3	chr11:65557629-65558228	chr11:65553424-65553530	4.698	-
ENSG00000173338.12	KCNK7	chr11:65595454-65595996	chr11:65593309-65593383	2.613	-
ENSG00000197136.4	PCNX3	chr11:65615773-65616464	chr11:65620338-65620429	4.565	+
ENSG00000197136.4	PCNX3	chr11:65619754-65619932	chr11:65620338-65620429	0.584	+
ENSG00000173039.18	RELA	chr11:65662826-65663094	chr11:65661686-65661835	1.259	-
ENSG00000173039.18	RELA	chr11:65662826-65663094	chr11:65662178-65662205	0.889	-
ENSG00000173039.18	RELA	chr11:65662826-65663094	chr11:65661936-65662088	1.006	-
ENSG00000173039.18	RELA	chr11:65662826-65663094	chr11:65661686-65661819	1.275	-
ENSG00000173039.18	RELA	chr11:65662826-65663094	chr11:65662178-65662347	0.747	-
ENSG00000173039.18	RELA	chr11:65662826-65663094	chr11:65660123-65660215	2.879	-
ENSG00000173039.18	RELA	chr11:65662826-65663094	chr11:65661686-65661868	1.226	-
ENSG00000172757.12	CFL1	chr11:65861257-65861588	chr11:65858096-65858630	2.958	-
ENSG00000172757.12	CFL1	chr11:65861257-65861588	chr11:65858096-65858342	3.246	-
ENSG00000172757.12	CFL1	chr11:65859231-65859415	chr11:65858096-65858630	0.785	-
ENSG00000172757.12	CFL1	chr11:65859231-65859415	chr11:65858096-65858342	1.073	-
ENSG00000172732.11	MUS81	chr11:65857126-65857431	chr11:65860674-65860888	3.548	+
ENSG00000172732.11	MUS81	chr11:65860062-65860332	chr11:65860674-65860888	0.612	+
ENSG00000172638.12	EFEMP2	chr11:65868295-65869976	chr11:65866844-65866934	3.042	-
ENSG00000172638.12	EFEMP2	chr11:65868295-65869976	chr11:65866844-65867079	2.897	-
ENSG00000172638.12	EFEMP2	chr11:65868295-65869976	chr11:65866865-65867079	2.897	-
ENSG00000172638.12	EFEMP2	chr11:65868295-65869976	chr11:65867020-65867079	2.897	-
ENSG00000172638.12	EFEMP2	chr11:65868295-65869976	chr11:65866809-65867079	2.897	-
ENSG00000172638.12	EFEMP2	chr11:65867673-65868056	chr11:65866844-65866934	1.122	-
ENSG00000172638.12	EFEMP2	chr11:65867673-65868056	chr11:65866844-65867079	0.977	-
ENSG00000172638.12	EFEMP2	chr11:65867673-65868056	chr11:65866865-65867079	0.977	-
ENSG00000172638.12	EFEMP2	chr11:65867673-65868056	chr11:65867020-65867079	0.977	-
ENSG00000172638.12	EFEMP2	chr11:65867673-65868056	chr11:65866809-65867079	0.977	-
ENSG00000175376.8	EIF1AD	chr11:66001910-66002176	chr11:66000302-66000505	1.671	-
ENSG00000175376.8	EIF1AD	chr11:66001910-66002176	chr11:66000302-66000406	1.77	-
ENSG00000175376.8	EIF1AD	chr11:66001910-66002176	chr11:66000302-66000481	1.695	-
ENSG00000087365.15	SF3B2	chr11:66051893-66052517	chr11:66055537-66055585	3.644	+
ENSG00000087365.15	SF3B2	chr11:66051893-66052517	chr11:66055534-66055585	3.641	+
ENSG00000174996.11	KLC2	chr11:66257620-66257871	chr11:66261741-66261972	4.121	+
ENSG00000174996.11	KLC2	chr11:66257294-66257488	chr11:66261741-66261972	4.447	+
ENSG00000174791.10	RIN1	chr11:66336674-66336840	chr11:66335977-66336158	0.682	-
ENSG00000254986.7	DPP3	chr11:66482071-66482470	chr11:66485172-66485262	3.101	+
ENSG00000254986.7	DPP3	chr11:66491494-66491756	chr11:66495364-66495489	3.87	+
ENSG00000254986.7	DPP3	chr11:66480013-66480465	chr11:66482195-66482470	2.182	+
ENSG00000254986.7	DPP3	chr11:66480013-66480465	chr11:66482179-66482470	2.166	+
ENSG00000254986.7	DPP3	chr11:66480013-66480465	chr11:66482192-66482470	2.179	+
ENSG00000254986.7	DPP3	chr11:66480013-66480465	chr11:66482288-66482470	2.275	+
ENSG00000174483.19	BBS1	chr11:66510606-66511089	chr11:66514405-66514678	3.799	+
ENSG00000174483.19	BBS1	chr11:66510606-66511089	chr11:66514505-66514678	3.899	+
ENSG00000174483.19	BBS1	chr11:66510606-66511089	chr11:66511204-66511239	0.598	+
ENSG00000174483.19	BBS1	chr11:66510606-66511089	chr11:66515539-66515586	4.933	+
ENSG00000173120.14	KDM2A	chr11:67240047-67240369	chr11:67243008-67243092	2.961	+
ENSG00000172830.12	SSH3	chr11:67303448-67303691	chr11:67304117-67304155	0.669	+
ENSG00000172830.12	SSH3	chr11:67303448-67303691	chr11:67307548-67307737	4.1	+
ENSG00000172531.14	PPP1CA	chr11:67401728-67401931	chr11:67399560-67399665	2.266	-
ENSG00000172531.14	PPP1CA	chr11:67401728-67401931	chr11:67401067-67401199	0.732	-
ENSG00000172531.14	PPP1CA	chr11:67401728-67401931	chr11:67401067-67401232	0.699	-
ENSG00000175463.11	TBC1D10C	chr11:67403915-67403940	chr11:67406826-67407016	2.911	+
ENSG00000175463.11	TBC1D10C	chr11:67404931-67405184	chr11:67406826-67407016	1.895	+
ENSG00000172508.10	CARNS1	chr11:67415678-67415763	chr11:67416175-67416202	0.497	+
ENSG00000172508.10	CARNS1	chr11:67414968-67415216	chr11:67416175-67416202	1.207	+
ENSG00000175634.14	RPS6KB2	chr11:67428460-67429240	chr11:67432599-67432657	4.139	+
ENSG00000175634.14	RPS6KB2	chr11:67428460-67429240	chr11:67431367-67431515	2.907	+
ENSG00000175634.14	RPS6KB2	chr11:67428460-67429240	chr11:67432736-67432837	4.276	+
ENSG00000172663.8	TMEM134	chr11:67469019-67469272	chr11:67464802-67464856	4.416	-
ENSG00000172663.8	TMEM134	chr11:67469019-67469272	chr11:67465055-67465267	4.005	-
ENSG00000172663.8	TMEM134	chr11:67469019-67469272	chr11:67465055-67465100	4.172	-
ENSG00000172663.8	TMEM134	chr11:67467764-67468199	chr11:67464802-67464856	3.343	-
ENSG00000172663.8	TMEM134	chr11:67467764-67468199	chr11:67465055-67465267	2.932	-
ENSG00000172663.8	TMEM134	chr11:67467764-67468199	chr11:67465055-67465100	3.099	-
ENSG00000110697.12	PITPNM1	chr11:67504522-67504557	chr11:67504102-67504221	0.336	-
ENSG00000110697.12	PITPNM1	chr11:67505188-67505372	chr11:67504102-67504221	1.151	-
ENSG00000084207.15	GSTP1	chr11:67583595-67583844	chr11:67586103-67586211	2.508	+
ENSG00000167792.11	NDUFV1	chr11:67606852-67607616	chr11:67608399-67608478	1.547	+
ENSG00000167792.11	NDUFV1	chr11:67606852-67607616	chr11:67608431-67608478	1.579	+
ENSG00000167792.11	NDUFV1	chr11:67606852-67607616	chr11:67608395-67608457	1.543	+
ENSG00000167792.11	NDUFV1	chr11:67606852-67607616	chr11:67608395-67608478	1.543	+
ENSG00000110719.9	TCIRG1	chr11:68039016-68039119	chr11:68043370-68043497	4.354	+
ENSG00000149716.12	ORAOV1	chr11:69674551-69675416	chr11:69673215-69673321	2.095	-
ENSG00000149716.12	ORAOV1	chr11:69674551-69675416	chr11:69671748-69671819	3.597	-
ENSG00000131626.16	PPFIA1	chr11:70340977-70341097	chr11:70343668-70343892	2.691	+
ENSG00000149357.9	LAMTOR1	chr11:72103183-72103387	chr11:72098288-72098415	4.972	-
ENSG00000110200.8	ANAPC15	chr11:72111924-72112451	chr11:72111156-72111286	1.165	-
ENSG00000110200.8	ANAPC15	chr11:72111924-72112451	chr11:72111441-72111496	0.955	-
ENSG00000110200.8	ANAPC15	chr11:72111924-72112451	chr11:72111411-72111496	0.955	-
ENSG00000165457.13	FOLR2	chr11:72216601-72216925	chr11:72218572-72218734	1.971	+
ENSG00000165457.13	FOLR2	chr11:72216601-72216925	chr11:72218560-72218734	1.959	+
ENSG00000165458.13	INPPL1	chr11:72224780-72225166	chr11:72229662-72229752	4.882	+
ENSG00000165458.13	INPPL1	chr11:72227881-72228253	chr11:72229662-72229752	1.781	+
ENSG00000168010.10	ATG16L2	chr11:72821888-72822295	chr11:72824059-72824122	2.171	+
ENSG00000137478.14	FCHSD2	chr11:73141221-73141344	chr11:73140030-73140128	1.216	-
ENSG00000171631.14	P2RY6	chr11:73292782-73292920	chr11:73295729-73295815	2.947	+
ENSG00000021300.13	PLEKHB1	chr11:73647549-73647895	chr11:73650552-73650705	3.003	+
ENSG00000021300.13	PLEKHB1	chr11:73647549-73647895	chr11:73650531-73650705	2.982	+
ENSG00000021300.13	PLEKHB1	chr11:73646178-73646626	chr11:73650552-73650705	4.374	+
ENSG00000021300.13	PLEKHB1	chr11:73646178-73646626	chr11:73650531-73650705	4.353	+
ENSG00000166435.15	XRRA1	chr11:74948928-74949200	chr11:74945017-74945085	4.115	-
ENSG00000149273.14	RPS3	chr11:75400404-75400585	chr11:75401639-75402446	1.235	+
ENSG00000149273.14	RPS3	chr11:75400404-75400585	chr11:75400693-75400777	0.289	+
ENSG00000149273.14	RPS3	chr11:75400404-75400585	chr11:75401639-75401733	1.235	+
ENSG00000149273.14	RPS3	chr11:75400404-75400585	chr11:75400693-75400824	0.289	+
ENSG00000149273.14	RPS3	chr11:75400404-75400585	chr11:75402303-75402446	1.899	+
ENSG00000149273.14	RPS3	chr11:75400404-75400585	chr11:75404019-75404207	3.615	+
ENSG00000149273.14	RPS3	chr11:75400404-75400585	chr11:75404053-75404207	3.649	+
ENSG00000149273.14	RPS3	chr11:75400404-75400585	chr11:75402351-75402446	1.947	+
ENSG00000149273.14	RPS3	chr11:75399670-75399866	chr11:75401639-75402446	1.969	+
ENSG00000149273.14	RPS3	chr11:75399670-75399866	chr11:75400693-75400777	1.023	+
ENSG00000149273.14	RPS3	chr11:75399670-75399866	chr11:75401639-75401733	1.969	+
ENSG00000149273.14	RPS3	chr11:75399670-75399866	chr11:75400693-75400824	1.023	+
ENSG00000149273.14	RPS3	chr11:75399670-75399866	chr11:75402303-75402446	2.633	+
ENSG00000149273.14	RPS3	chr11:75399670-75399866	chr11:75404019-75404207	4.349	+
ENSG00000149273.14	RPS3	chr11:75399670-75399866	chr11:75404053-75404207	4.383	+
ENSG00000149273.14	RPS3	chr11:75399670-75399866	chr11:75402351-75402446	2.681	+
ENSG00000158555.14	GDPD5	chr11:75451333-75452331	chr11:75449884-75449983	2.348	-
ENSG00000062282.14	DGAT2	chr11:75784396-75784487	chr11:75784617-75784746	0.221	+
ENSG00000074201.8	CLNS1A	chr11:77624963-77625551	chr11:77622499-77622673	2.878	-
ENSG00000118369.12	USP35	chr11:78196236-78196918	chr11:78199594-78199724	3.358	+
ENSG00000137500.9	CCDC90B	chr11:83266867-83267472	chr11:83265864-83265979	1.493	-
ENSG00000137501.17	SYTL2	chr11:85718235-85718488	chr11:85717482-85717530	0.958	-
ENSG00000137501.17	SYTL2	chr11:85718235-85718488	chr11:85714412-85714507	3.981	-
ENSG00000137501.17	SYTL2	chr11:85716281-85716661	chr11:85714412-85714507	2.154	-
ENSG00000073921.17	PICALM	chr11:85978070-85978715	chr11:85976622-85976682	2.033	-
ENSG00000073921.17	PICALM	chr11:85978070-85978715	chr11:85974707-85974812	3.903	-
ENSG00000073921.17	PICALM	chr11:86069720-86069882	chr11:86068650-86068733	1.149	-
ENSG00000149196.15	HIKESHI	chr11:86303356-86303530	chr11:86306244-86306482	2.888	+
ENSG00000149196.15	HIKESHI	chr11:86302211-86302478	chr11:86306244-86306482	4.033	+
ENSG00000166012.16	TAF1D	chr11:93741322-93741945	chr11:93738108-93738440	3.505	-
ENSG00000166012.16	TAF1D	chr11:93741322-93741945	chr11:93738108-93738499	3.446	-
ENSG00000182919.14	C11orf54	chr11:93745829-93746480	chr11:93747301-93747448	1.472	+
ENSG00000182919.14	C11orf54	chr11:93745829-93746480	chr11:93747296-93747448	1.467	+
ENSG00000042429.11	MED17	chr11:93784227-93784933	chr11:93788000-93788167	3.773	+
ENSG00000166037.10	CEP57	chr11:95795516-95795559	chr11:95799231-95799388	3.715	+
ENSG00000166037.10	CEP57	chr11:95795516-95795559	chr11:95799236-95799388	3.72	+
ENSG00000110330.8	BIRC2	chr11:102347211-102347845	chr11:102348597-102348764	1.386	+
ENSG00000110330.8	BIRC2	chr11:102347211-102347845	chr11:102350843-102350943	3.632	+
ENSG00000152558.14	TMEM123	chr11:102452194-102452366	chr11:102448811-102448868	3.498	-
ENSG00000196954.13	CASP4	chr11:104956597-104956698	chr11:104951895-104952005	4.693	-
ENSG00000196954.13	CASP4	chr11:104956597-104956698	chr11:104951895-104952063	4.635	-
ENSG00000137752.23	CASP1	chr11:105035107-105035250	chr11:105031164-105031280	3.97	-
ENSG00000137752.23	CASP1	chr11:105035107-105035250	chr11:105033063-105033126	2.124	-
ENSG00000182359.14	KBTBD3	chr11:106077312-106077765	chr11:106076506-106076707	1.058	-
ENSG00000166266.13	CUL5	chr11:108046270-108046493	chr11:108049889-108050066	3.619	+
ENSG00000137713.15	PPP2R1B	chr11:111765798-111766062	chr11:111764804-111764905	1.157	-
ENSG00000137713.15	PPP2R1B	chr11:111765798-111766062	chr11:111765293-111765384	0.678	-
ENSG00000086848.14	ALG9	chr11:111870775-111871301	chr11:111870231-111870370	0.931	-
ENSG00000086848.14	ALG9	chr11:111870775-111871301	chr11:111870227-111870370	0.931	-
ENSG00000258529.5	RP11-108O10.8	chr11:111878961-111879425	chr11:111875697-111876104	3.321	-
ENSG00000137720.7	C11orf1	chr11:111880776-111881615	chr11:111883135-111883202	2.359	+
ENSG00000137720.7	C11orf1	chr11:111878935-111879040	chr11:111883135-111883202	4.2	+
ENSG00000204370.9	SDHD	chr11:112086773-112086959	chr11:112088866-112089011	2.093	+
ENSG00000204370.9	SDHD	chr11:112086773-112086959	chr11:112087856-112087973	1.083	+
ENSG00000204370.9	SDHD	chr11:112086773-112086959	chr11:112088866-112089004	2.093	+
ENSG00000255292.7	SDHD	chr11:112167324-112167414	chr11:112170622-112170674	3.298	+
ENSG00000197580.11	BCO2	chr11:112175756-112176458	chr11:112179277-112179569	3.521	+
ENSG00000150787.7	PTS	chr11:112230094-112230230	chr11:112230625-112230682	0.531	+
ENSG00000149292.16	TTC12	chr11:113314529-113315200	chr11:113315950-113316315	1.421	+
ENSG00000149292.16	TTC12	chr11:113314529-113315200	chr11:113316242-113316315	1.713	+
ENSG00000149292.16	TTC12	chr11:113362401-113362502	chr11:113364834-113365060	2.433	+
ENSG00000149292.16	TTC12	chr11:113325524-113325703	chr11:113329919-113329979	4.395	+
ENSG00000166682.10	TMPRSS5	chr11:113693604-113693737	chr11:113689764-113689917	3.82	-
ENSG00000048028.11	USP28	chr11:113833420-113833557	chr11:113831919-113831989	1.568	-
ENSG00000048028.11	USP28	chr11:113833420-113833557	chr11:113831919-113831993	1.564	-
ENSG00000076043.9	REXO2	chr11:114439386-114439675	chr11:114443855-114443933	4.469	+
ENSG00000076043.9	REXO2	chr11:114439386-114439675	chr11:114440655-114440739	1.269	+
ENSG00000109917.10	ZPR1	chr11:116787482-116788050	chr11:116785098-116785146	2.904	-
ENSG00000149577.15	SIDT2	chr11:117178733-117179446	chr11:117182059-117182105	3.326	+
ENSG00000167257.10	RNF214	chr11:117281428-117281472	chr11:117282745-117282850	1.317	+
ENSG00000167257.10	RNF214	chr11:117281788-117282270	chr11:117282745-117282850	0.957	+
ENSG00000186318.16	BACE1	chr11:117295430-117295485	chr11:117291711-117291813	3.672	-
ENSG00000186318.16	BACE1	chr11:117295498-117295636	chr11:117291711-117291813	3.823	-
ENSG00000137726.16	FXYD6	chr11:117843660-117844107	chr11:117840236-117840368	3.739	-
ENSG00000137726.16	FXYD6	chr11:117843660-117844107	chr11:117840343-117840368	3.739	-
ENSG00000137726.16	FXYD6	chr11:117843660-117844107	chr11:117840318-117840368	3.739	-
ENSG00000110324.10	IL10RA	chr11:117986348-117988502	chr11:117989441-117989620	3.093	+
ENSG00000118058.20	KMT2A	chr11:118481715-118482092	chr11:118484861-118484975	3.146	+
ENSG00000196655.11	TRAPPC4	chr11:119018432-119018970	chr11:119020149-119020253	1.717	+
ENSG00000196655.11	TRAPPC4	chr11:119018432-119018970	chr11:119019142-119019317	0.71	+
ENSG00000160695.14	VPS11	chr11:119067692-119068202	chr11:119069441-119069577	1.749	+
ENSG00000256269.7	HMBS	chr11:119084866-119085157	chr11:119089081-119089131	4.215	+
ENSG00000256269.7	HMBS	chr11:119084866-119085157	chr11:119089099-119089131	4.233	+
ENSG00000256269.7	HMBS	chr11:119084866-119085157	chr11:119088254-119088308	3.388	+
ENSG00000256269.7	HMBS	chr11:119084866-119085157	chr11:119089682-119089760	4.816	+
ENSG00000256269.7	HMBS	chr11:119084866-119085157	chr11:119089682-119089775	4.816	+
ENSG00000160703.15	NLRX1	chr11:119168713-119169302	chr11:119172355-119172425	3.642	+
ENSG00000076706.16	MCAM	chr11:119316562-119316842	chr11:119315138-119315263	1.579	-
ENSG00000076706.16	MCAM	chr11:119318098-119318377	chr11:119315138-119315263	3.114	-
ENSG00000076706.16	MCAM	chr11:119315983-119316157	chr11:119315138-119315263	0.894	-
ENSG00000076706.16	MCAM	chr11:119315423-119315820	chr11:119315138-119315263	0.557	-
ENSG00000036672.15	USP2	chr11:119376224-119376356	chr11:119372706-119373521	2.835	-
ENSG00000109971.13	HSPA8	chr11:123062750-123063230	chr11:123060592-123060675	2.555	-
ENSG00000109971.13	HSPA8	chr11:123062750-123063230	chr11:123060592-123060798	2.432	-
ENSG00000109971.13	HSPA8	chr11:123061588-123061833	chr11:123060592-123060675	1.158	-
ENSG00000109971.13	HSPA8	chr11:123061588-123061833	chr11:123060592-123060798	1.035	-
ENSG00000109971.13	HSPA8	chr11:123061452-123061483	chr11:123060592-123060675	0.808	-
ENSG00000109971.13	HSPA8	chr11:123061452-123061483	chr11:123060592-123060798	0.685	-
ENSG00000109971.13	HSPA8	chr11:123061869-123062032	chr11:123060592-123060675	1.357	-
ENSG00000109971.13	HSPA8	chr11:123061869-123062032	chr11:123060592-123060798	1.234	-
ENSG00000154144.12	TBRG1	chr11:124622836-124623233	chr11:124624930-124625001	2.094	+
ENSG00000154144.12	TBRG1	chr11:124622836-124623233	chr11:124625670-124625903	2.834	+
ENSG00000154134.14	ROBO3	chr11:124875954-124876460	chr11:124878583-124878796	2.629	+
ENSG00000154134.14	ROBO3	chr11:124875954-124876460	chr11:124877936-124878131	1.982	+
ENSG00000154134.14	ROBO3	chr11:124875954-124876460	chr11:124878297-124878436	2.343	+
ENSG00000154134.14	ROBO3	chr11:124875954-124876460	chr11:124877266-124877309	1.312	+
ENSG00000154134.14	ROBO3	chr11:124875954-124876460	chr11:124877160-124877309	1.206	+
ENSG00000149557.12	FEZ1	chr11:125463250-125463570	chr11:125460497-125460666	2.904	-
ENSG00000134910.12	STT3A	chr11:125591712-125591887	chr11:125595880-125596003	4.168	+
ENSG00000134910.12	STT3A	chr11:125609419-125609898	chr11:125611427-125611519	2.008	+
ENSG00000134910.12	STT3A	chr11:125592795-125592918	chr11:125595880-125596003	3.085	+
ENSG00000149554.12	CHEK1	chr11:125625136-125626034	chr11:125627606-125627830	2.47	+
ENSG00000109832.13	DDX25	chr11:125904669-125904767	chr11:125905211-125905278	0.542	+
ENSG00000109832.13	DDX25	chr11:125903348-125903430	chr11:125905211-125905278	1.863	+
ENSG00000110074.10	FOXRED1	chr11:126269055-126269415	chr11:126271219-126271657	2.164	+
ENSG00000110074.10	FOXRED1	chr11:126269055-126269415	chr11:126271436-126271657	2.381	+
ENSG00000110080.18	ST3GAL4	chr11:126405587-126405699	chr11:126407573-126407634	1.986	+
ENSG00000110080.18	ST3GAL4	chr11:126405587-126405699	chr11:126408098-126408194	2.511	+
ENSG00000151500.14	THYN1	chr11:134252840-134253370	chr11:134248808-134248959	4.411	-
ENSG00000151498.11	ACAD8	chr11:134253495-134253709	chr11:134257087-134257257	3.592	+
ENSG00000151498.11	ACAD8	chr11:134253495-134253709	chr11:134256547-134256648	3.052	+
ENSG00000111181.12	SLC6A12	chr12:213290-213717	chr12:212025-212110	1.607	-
ENSG00000111181.12	SLC6A12	chr12:203269-203507	chr12:201761-201849	1.658	-
ENSG00000010379.15	SLC6A13	chr12:262789-262873	chr12:259850-260057	2.816	-
ENSG00000002016.17	RAD52	chr12:932975-933076	chr12:931219-931321	1.755	-
ENSG00000111206.12	FOXM1	chr12:2876920-2877155	chr12:2872095-2872247	4.908	-
ENSG00000111206.12	FOXM1	chr12:2876920-2877155	chr12:2872095-2872244	4.911	-
ENSG00000047621.11	C12orf4	chr12:4538409-4538508	chr12:4536016-4536082	2.426	-
ENSG00000047621.11	C12orf4	chr12:4538409-4538508	chr12:4536016-4536219	2.289	-
ENSG00000047621.11	C12orf4	chr12:4538409-4538508	chr12:4536016-4536211	2.297	-
ENSG00000111247.14	RAD51AP1	chr12:4543763-4543911	chr12:4546308-4546418	2.545	+
ENSG00000010278.12	CD9	chr12:6199715-6200072	chr12:6200421-6200565	0.706	+
ENSG00000010278.12	CD9	chr12:6199715-6200072	chr12:6200383-6200565	0.668	+
ENSG00000111319.12	SCNN1A	chr12:6377667-6377730	chr12:6375504-6375743	1.987	-
ENSG00000111321.10	LTBR	chr12:6384033-6384454	chr12:6386065-6386162	2.032	+
ENSG00000111321.10	LTBR	chr12:6384033-6384454	chr12:6388397-6388505	4.364	+
ENSG00000139192.11	TAPBPL	chr12:6451690-6451784	chr12:6453066-6453297	1.376	+
ENSG00000010295.19	IFFO1	chr12:6551595-6551900	chr12:6549475-6549484	2.416	-
ENSG00000111653.19	ING4	chr12:6653230-6653397	chr12:6652270-6652418	0.979	-
ENSG00000111653.19	ING4	chr12:6653230-6653397	chr12:6652270-6652309	1.088	-
ENSG00000126746.17	ZNF384	chr12:6689098-6689572	chr12:6688166-6688226	1.346	-
ENSG00000126746.17	ZNF384	chr12:6688703-6688896	chr12:6688166-6688226	0.67	-
ENSG00000111652.9	COPS7A	chr12:6723741-6724266	chr12:6727925-6728001	4.184	+
ENSG00000111652.9	COPS7A	chr12:6723741-6724266	chr12:6724613-6724818	0.872	+
ENSG00000250510.7	GPR162	chr12:6821545-6821900	chr12:6823467-6824765	1.922	+
ENSG00000250510.7	GPR162	chr12:6821545-6821900	chr12:6823467-6823763	1.922	+
ENSG00000111674.8	ENO2	chr12:6914327-6914659	chr12:6916670-6917107	2.343	+
ENSG00000111678.10	C12orf57	chr12:6942978-6943244	chr12:6944106-6944173	1.128	+
ENSG00000111678.10	C12orf57	chr12:6943433-6943662	chr12:6944106-6944173	0.673	+
ENSG00000215021.8	PHB2	chr12:6969928-6970825	chr12:6965910-6965916	4.909	-
ENSG00000182326.14	C1S	chr12:7060515-7060877	chr12:7062474-7062682	1.959	+
ENSG00000139178.10	C1RL	chr12:7109110-7109273	chr12:7108250-7108479	0.794	-
ENSG00000139197.10	PEX5	chr12:7189163-7189531	chr12:7190887-7190923	1.724	+
ENSG00000139197.10	PEX5	chr12:7189163-7189531	chr12:7190361-7190569	1.198	+
ENSG00000139197.10	PEX5	chr12:7189163-7189531	chr12:7190361-7190524	1.198	+
ENSG00000139197.10	PEX5	chr12:7189163-7189531	chr12:7190021-7190216	0.858	+
ENSG00000139197.10	PEX5	chr12:7188685-7188810	chr12:7190887-7190923	2.202	+
ENSG00000139197.10	PEX5	chr12:7188685-7188810	chr12:7190361-7190569	1.676	+
